ENSOCUG00000023982	C19orf70	chromosome 19 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:33702]
ENSOCUG00000001946		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SGG8]
ENSOCUG00000014628	SAFB	scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]
ENSOCUG00000015380		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1T9B1]
ENSOCUG00000009545		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TQA3]
ENSOCUG00000014029	SETD4	SET domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1258]
ENSOCUG00000000306	CNPY4	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]
ENSOCUG00000025634	C1orf35	chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]
ENSOCUG00000001508	CUZD1	CUB and zona pellucida-like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]
ENSOCUG00000027436		Kinesin-like protein  [Source:UniProtKB/TrEMBL;Acc:G1U708]
ENSOCUG00000007310	PUS1	pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]
ENSOCUG00000021140		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U7E0]
ENSOCUG00000023645	ARF1	ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]
ENSOCUG00000021938	PGER5	prostaglandin-E(2) 9-reductase-like  [Source:RefSeq peptide;Acc:NP_001274486]
ENSOCUG00000017653	CBS	cystathionine beta-synthase  [Source:RefSeq peptide;Acc:NP_001075551]
ENSOCUG00000015070	ULK1	unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]
ENSOCUG00000021043		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TWW6]
ENSOCUG00000024080	SH3BP1	SH3-domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]
ENSOCUG00000024624		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TVY0]
ENSOCUG00000021275	ENDOG	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]
ENSOCUG00000006293	SRRD	SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910]
ENSOCUG00000023479	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]
ENSOCUG00000027184	CBR1	Oryctolagus cuniculus carbonyl reductase 1 (CBR1), mRNA. [Source:RefSeq mRNA;Acc:NM_001082749]
ENSOCUG00000025051		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TMN1]
ENSOCUG00000004048	WNT3A	wingless-type MMTV integration site family member 3A [Source:HGNC Symbol;Acc:HGNC:15983]
ENSOCUG00000015702	EPOR	erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]
ENSOCUG00000021184		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1THX5]
ENSOCUG00000006298	TFIP11	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
ENSOCUG00000025317	PTP4A3	protein tyrosine phosphatase type IVA, member 3 [Source:HGNC Symbol;Acc:HGNC:9636]
ENSOCUG00000000243	INS	insulin [Source:HGNC Symbol;Acc:HGNC:6081]
ENSOCUG00000008745	PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]
ENSOCUG00000004922	PKN3	protein kinase N3 [Source:HGNC Symbol;Acc:HGNC:17999]
ENSOCUG00000027409		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TTC8]
ENSOCUG00000029118		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U8Q5]
ENSOCUG00000013340	IKZF5	IKAROS family zinc finger 5 [Source:HGNC Symbol;Acc:HGNC:14283]
ENSOCUG00000023831		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TW44]
ENSOCUG00000027299	PTX4	pentraxin 4 [Source:HGNC Symbol;Acc:HGNC:14171]
ENSOCUG00000023525	SEC14L1	SEC14-like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
ENSOCUG00000005330	ACADSB	acyl-CoA dehydrogenase, short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]
ENSOCUG00000005382	ZNF575	zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]
ENSOCUG00000029250		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TXK8]
ENSOCUG00000008882		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SW30]
ENSOCUG00000000521	TELO2	telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
ENSOCUG00000024660		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TWJ5]
ENSOCUG00000021369	SWSAP1	SWIM-type zinc finger 7 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26638]
ENSOCUG00000026485	CFAP46	cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]
ENSOCUG00000021156		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TGY6]
ENSOCUG00000026154	PLPPR2	phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566]
ENSOCUG00000017388		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TDL3]
ENSOCUG00000029573		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SSH6]
ENSOCUG00000005387	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1 [Source:HGNC Symbol;Acc:HGNC:12828]
ENSOCUG00000029534		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U2X0]
ENSOCUG00000029430		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TIW6]
ENSOCUG00000022539		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SPA3]
ENSOCUG00000016577	NAA40	N(alpha)-acetyltransferase 40, NatD catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25845]
ENSOCUG00000024609		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TR89]
ENSOCUG00000021435		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TZF6]
ENSOCUG00000026331		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TNK9]
ENSOCUG00000025748	SPESP1	sperm equatorial segment protein 1 [Source:HGNC Symbol;Acc:HGNC:15570]
ENSOCUG00000023579	MEGF6	multiple EGF-like-domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]
ENSOCUG00000023450		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TPL1]
ENSOCUG00000001592	SAFB2	scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]
ENSOCUG00000015805	NOX5	NADPH oxidase, EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:14874]
ENSOCUG00000027785		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TP87]
ENSOCUG00000026753	CCBL1	cysteine conjugate-beta lyase, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:1564]
ENSOCUG00000026036	IER2	immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]
ENSOCUG00000027634		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TL13]
ENSOCUG00000027932	STX10	syntaxin 10 [Source:HGNC Symbol;Acc:HGNC:11428]
ENSOCUG00000007434	PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]
ENSOCUG00000023696		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U686]
ENSOCUG00000007900	RCOR2	REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455]
ENSOCUG00000029268		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KNN7]
ENSOCUG00000023394		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1T7W8]
ENSOCUG00000024268	IFT140	intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077]
ENSOCUG00000021928	CCDC61	coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629]
ENSOCUG00000020989		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TNV4]
ENSOCUG00000026254	CCDC159	coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:HGNC:26996]
ENSOCUG00000022790		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TLL8]
ENSOCUG00000028182		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TLJ2]
ENSOCUG00000022221	ARHGEF16	Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]
ENSOCUG00000008094	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:26527]
ENSOCUG00000000195	PEBP4	phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]
ENSOCUG00000013091	GLRX3	glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987]
ENSOCUG00000024239		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U7W4]
ENSOCUG00000021934	TRMT1	tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980]
ENSOCUG00000007750	ARHGEF1	Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]
ENSOCUG00000022101		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TKZ9]
ENSOCUG00000014183	HMX2	H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]
ENSOCUG00000016301		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TBC5]
ENSOCUG00000029285		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KPA9]
ENSOCUG00000000304	AP4M1	adaptor related protein complex 4, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:574]
ENSOCUG00000023275		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U009]
ENSOCUG00000026733		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TUY8]
ENSOCUG00000025380	FBRSL1	fibrosin-like 1 [Source:HGNC Symbol;Acc:HGNC:29308]
ENSOCUG00000011336	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]
ENSOCUG00000021167		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U160]
ENSOCUG00000017446	BUB3	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
ENSOCUG00000024248		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TSF1]
ENSOCUG00000025053		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TP67]
ENSOCUG00000023353		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TVS5]
ENSOCUG00000003959	DENND3	DENN/MADD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]
ENSOCUG00000007203		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SSJ2]
ENSOCUG00000005371	THBS2	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]
ENSOCUG00000029257		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KP09]
ENSOCUG00000025282		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TUP7]
ENSOCUG00000008654		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SVL2]
ENSOCUG00000021672		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TR34]
ENSOCUG00000021637	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]
ENSOCUG00000011452		
ENSOCUG00000007501		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1ST68]
ENSOCUG00000021692		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TVX7]
ENSOCUG00000025381	RAB3D	RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]
ENSOCUG00000008677	NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]
ENSOCUG00000017501	GPR26	G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]
ENSOCUG00000002972	PAQR5	progestin and adipoQ receptor family member V [Source:HGNC Symbol;Acc:HGNC:29645]
ENSOCUG00000021172	HIP1R	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]
ENSOCUG00000004972		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SMX3]
ENSOCUG00000007884	MARK2	MAP/microtubule affinity-regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]
ENSOCUG00000027913	HOOK2	hook microtubule-tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]
ENSOCUG00000015193	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
ENSOCUG00000016759	CBR3	carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]
ENSOCUG00000020917	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
ENSOCUG00000010941	CPXM2	carboxypeptidase X (M14 family), member 2 [Source:HGNC Symbol;Acc:HGNC:26977]
ENSOCUG00000006237	FBXO18	F-box protein, helicase, 18 [Source:HGNC Symbol;Acc:HGNC:13620]
ENSOCUG00000027898		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TI77]
ENSOCUG00000021359		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U5J8]
ENSOCUG00000014165	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]
ENSOCUG00000029076	CXCL12	chemokine (C-X-C motif) ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]
ENSOCUG00000008915	EBF3	early B-cell factor 3 [Source:HGNC Symbol;Acc:HGNC:19087]
ENSOCUG00000001729	LRRC8A	leucine-rich repeat containing 8 family member A [Source:HGNC Symbol;Acc:HGNC:19027]
ENSOCUG00000001810	TPST2	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]
ENSOCUG00000001860	TMEM72	transmembrane protein 72 [Source:HGNC Symbol;Acc:HGNC:31658]
ENSOCUG00000007725	POMK	protein-O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]
ENSOCUG00000016761	DOPEY2	dopey family member 2 [Source:HGNC Symbol;Acc:HGNC:1291]
ENSOCUG00000012588	RHOU	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]
ENSOCUG00000024075		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U7K7]
ENSOCUG00000023362	LYRM4	LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]
ENSOCUG00000017909	MGMT	O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]
ENSOCUG00000004407		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SLR1]
ENSOCUG00000003877	AHR	aryl hydrocarbon receptor  [Source:RefSeq peptide;Acc:NP_001075674]
ENSOCUG00000008744	TMEM205	transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]
ENSOCUG00000022948		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TWX4]
ENSOCUG00000001402	HOOK3	hook microtubule-tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576]
ENSOCUG00000022944		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TXQ0]
ENSOCUG00000026561		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TL52]
ENSOCUG00000027124	RABAC1	Rab acceptor 1 (prenylated) [Source:HGNC Symbol;Acc:HGNC:9794]
ENSOCUG00000009538	TSPAN16	tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725]
ENSOCUG00000005396	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]
ENSOCUG00000022269	CRYBB1	crystallin beta B1 [Source:HGNC Symbol;Acc:HGNC:2397]
ENSOCUG00000004289		Natriuretic peptide  [Source:UniProtKB/TrEMBL;Acc:G1SLG9]
ENSOCUG00000024135		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U1X9]
ENSOCUG00000027609		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TQY9]
ENSOCUG00000004446	VPS37B	vacuolar protein sorting 37 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25754]
ENSOCUG00000010260	RASSF4	Ras association (RalGDS/AF-6) domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]
ENSOCUG00000017395		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TDL7]
ENSOCUG00000012706		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TWG4]
ENSOCUG00000022297		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TK48]
ENSOCUG00000024680		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1T1G3]
ENSOCUG00000017676	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:HGNC Symbol;Acc:HGNC:801]
ENSOCUG00000023924		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U7A9]
ENSOCUG00000000966	UBE2J2	ubiquitin conjugating enzyme E2, J2 [Source:HGNC Symbol;Acc:HGNC:19268]
ENSOCUG00000012360	WDR34	WD repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:28296]
ENSOCUG00000008743	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]
ENSOCUG00000005402	IRGQ	immunity-related GTPase family, Q [Source:HGNC Symbol;Acc:HGNC:24868]
ENSOCUG00000022378		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TP53]
ENSOCUG00000016871		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TCJ0]
ENSOCUG00000017650	PKNOX1	PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]
ENSOCUG00000015068	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]
ENSOCUG00000011911	SLC47A2	solute carrier family 47 (multidrug and toxin extrusion), member 2 [Source:HGNC Symbol;Acc:HGNC:26439]
ENSOCUG00000000300	MCM7	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]
ENSOCUG00000014731	AOC1	amine oxidase, copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]
ENSOCUG00000016634	ZNF576	zinc finger protein 576 [Source:HGNC Symbol;Acc:HGNC:28357]
ENSOCUG00000025275	OR2L13	olfactory receptor family 2 subfamily L member 13 [Source:HGNC Symbol;Acc:HGNC:19578]
ENSOCUG00000016620	ZNF428	zinc finger protein 428 [Source:HGNC Symbol;Acc:HGNC:20804]
ENSOCUG00000016625	SRRM5	serine/arginine repetitive matrix 5 [Source:HGNC Symbol;Acc:HGNC:37248]
ENSOCUG00000001136	TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]
ENSOCUG00000029567		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KN31]
ENSOCUG00000004247	SGCZ	sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]
ENSOCUG00000026547	CADM4	cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:30825]
ENSOCUG00000022213	C8orf48	chromosome 8 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:26345]
ENSOCUG00000006521	C10orf10	chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:23355]
ENSOCUG00000000354	RPP40	ribonuclease P/MRP 40kDa subunit [Source:HGNC Symbol;Acc:HGNC:20992]
ENSOCUG00000022764	BEGAIN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
ENSOCUG00000004975	CRAMP1	cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]
ENSOCUG00000027955		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U271]
ENSOCUG00000021601	SCARB1	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]
ENSOCUG00000022728		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TFA7]
ENSOCUG00000006626	EXD2	exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]
ENSOCUG00000001382	ZNF22	zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012]
ENSOCUG00000012734		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1T3Y4]
ENSOCUG00000029671		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U7I5]
ENSOCUG00000016895	TMEM176B	transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]
ENSOCUG00000022082	SH2B2	SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]
ENSOCUG00000026914		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U435]
ENSOCUG00000012332	SPTAN1	spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]
ENSOCUG00000001467	DLC1	DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]
