ENSSSCG00000010492		
ENSSSCG00000029045	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSSSCG00000001268		
ENSSSCG00000027495		
ENSSSCG00000008024		
ENSSSCG00000023042	FAM110D	family with sequence similarity 110 member D [Source:HGNC Symbol;Acc:HGNC:25860]
ENSSSCG00000025456		
ENSSSCG00000008994	RBM46	RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]
ENSSSCG00000025963		
ENSSSCG00000021925		
ENSSSCG00000008995	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) [Source:HGNC Symbol;Acc:HGNC:6685]
ENSSSCG00000020807		
ENSSSCG00000024274		
ENSSSCG00000005464		
ENSSSCG00000024314		
ENSSSCG00000026449	KDM4A	lysine (K)-specific demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]
ENSSSCG00000027158	CH242-209G14.2	
ENSSSCG00000013132	OR5A2	olfactory receptor family 5 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15249]
ENSSSCG00000021707	ADCY7	adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]
ENSSSCG00000027428	ENHO	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]
ENSSSCG00000016850	LIFR	leukemia inhibitory factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:6597]
ENSSSCG00000017817	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]
ENSSSCG00000021644	BRD7	bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]
ENSSSCG00000008998		
ENSSSCG00000028901		
ENSSSCG00000026631	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:HGNC:10992]
ENSSSCG00000008997	FGB	
ENSSSCG00000006276	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta [Source:HGNC Symbol;Acc:HGNC:1835]
ENSSSCG00000023745		
ENSSSCG00000026397		
ENSSSCG00000016153	UNC80	unc-80 homolog, NALCN activator [Source:HGNC Symbol;Acc:HGNC:26582]
ENSSSCG00000025705		
ENSSSCG00000023216		
ENSSSCG00000028023		
ENSSSCG00000024943		
ENSSSCG00000016851	OSMR	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]
ENSSSCG00000023180		
ENSSSCG00000024360		
ENSSSCG00000027391		
ENSSSCG00000001297		
ENSSSCG00000028059		
ENSSSCG00000021253		
ENSSSCG00000024185	DNAI1	dynein, axonemal, intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]
ENSSSCG00000022575	PRMT2	protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186]
ENSSSCG00000009518		
ENSSSCG00000010980	C9orf24	chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:19919]
ENSSSCG00000016853	RICTOR	RPTOR independent companion of MTOR, complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]
ENSSSCG00000025953	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1  [Source:RefSeq peptide;Acc:NP_001231248]
ENSSSCG00000006278		
ENSSSCG00000021952		
ENSSSCG00000029848		
ENSSSCG00000026543		
ENSSSCG00000021797		
ENSSSCG00000023883		
ENSSSCG00000002888	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:HGNC:24864]
ENSSSCG00000025987		
ENSSSCG00000028400		
ENSSSCG00000008996		pleiotropic regulator 1  [Source:RefSeq peptide;Acc:NP_001231860]
ENSSSCG00000024516		
ENSSSCG00000024824		
ENSSSCG00000029996	TM9SF2	transmembrane 9 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11865]
ENSSSCG00000027653		
ENSSSCG00000024940		
ENSSSCG00000030188		
ENSSSCG00000030392		
ENSSSCG00000028496		
ENSSSCG00000009519	CLYBL	citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355]
ENSSSCG00000026823	HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
ENSSSCG00000026476		
ENSSSCG00000002900	PROSER3	proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]
ENSSSCG00000016855	FYB	FYN binding protein [Source:HGNC Symbol;Acc:HGNC:4036]
ENSSSCG00000028332		
ENSSSCG00000023134		
ENSSSCG00000028515		
ENSSSCG00000028836		
ENSSSCG00000029105		
ENSSSCG00000022304		
ENSSSCG00000015606		
ENSSSCG00000021066		
ENSSSCG00000029610		
ENSSSCG00000010981	NUDT2	nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]
ENSSSCG00000028998		
ENSSSCG00000020697		Inactive ribonuclease-like protein 10  [Source:UniProtKB/Swiss-Prot;Acc:Q8SPJ0]
ENSSSCG00000028404		
ENSSSCG00000029513	TEX28	testis expressed 28 [Source:HGNC Symbol;Acc:HGNC:2563]
ENSSSCG00000026886		
ENSSSCG00000030473		
ENSSSCG00000029652	TMBIM6	bax inhibitor 1  [Source:RefSeq peptide;Acc:NP_001005348]
ENSSSCG00000022762		
ENSSSCG00000002133	RNASE9	ribonuclease, RNase A family, 9 (non-active) [Source:HGNC Symbol;Acc:HGNC:20673]
ENSSSCG00000029555		
ENSSSCG00000024034		
ENSSSCG00000026359		
ENSSSCG00000009000	DCHS2	dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]
ENSSSCG00000025474		
ENSSSCG00000030383		
ENSSSCG00000010166	NTPCR	nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]
ENSSSCG00000023768		
ENSSSCG00000023308		
ENSSSCG00000029375	ZNF205	zinc finger protein 205  [Source:RefSeq peptide;Acc:NP_001230570]
ENSSSCG00000022667		
ENSSSCG00000025114		
ENSSSCG00000029995		
ENSSSCG00000021761	UBAP1	
ENSSSCG00000016857	DAB2	Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2662]
ENSSSCG00000023629		
ENSSSCG00000029674		
ENSSSCG00000020742		
ENSSSCG00000024561		
ENSSSCG00000029993		
ENSSSCG00000013057		
ENSSSCG00000017755	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]
ENSSSCG00000023230		
ENSSSCG00000006280	GORAB	golgin, RAB6-interacting [Source:HGNC Symbol;Acc:HGNC:25676]
ENSSSCG00000025306	PAK3	p21 protein (Cdc42/Rac)-activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]
ENSSSCG00000026179		
ENSSSCG00000029268	TOPAZ1	testis and ovary specific PAZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24746]
ENSSSCG00000023801	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:HGNC Symbol;Acc:HGNC:6509]
ENSSSCG00000016966		
ENSSSCG00000024557		
ENSSSCG00000029257		Sus scrofa acrosin inhibitor (LOC396905), mRNA. [Source:RefSeq mRNA;Acc:NM_213877]
ENSSSCG00000021895		
ENSSSCG00000028283		
ENSSSCG00000029534		
ENSSSCG00000006281	METTL11B	methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932]
ENSSSCG00000027549		
ENSSSCG00000026551		
ENSSSCG00000023138		
ENSSSCG00000029124		
ENSSSCG00000010984	KIF24	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]
ENSSSCG00000022469		
ENSSSCG00000025595		
ENSSSCG00000025570		
ENSSSCG00000022152		
ENSSSCG00000028837		
ENSSSCG00000030148		
ENSSSCG00000023250		
ENSSSCG00000002131		
ENSSSCG00000013139		
ENSSSCG00000020851	MARVELD2	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]
ENSSSCG00000027554		
ENSSSCG00000030100		
ENSSSCG00000025239		
ENSSSCG00000002889	SBSN	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
ENSSSCG00000023578	ANG	angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:HGNC:483]
ENSSSCG00000022008		
ENSSSCG00000021489		
ENSSSCG00000016086		
ENSSSCG00000027604		
ENSSSCG00000021932	FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]
ENSSSCG00000016965		
ENSSSCG00000023165	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]
ENSSSCG00000021139		
ENSSSCG00000010924	UBE2T	ubiquitin conjugating enzyme E2T [Source:HGNC Symbol;Acc:HGNC:25009]
ENSSSCG00000016561		
ENSSSCG00000023822		
ENSSSCG00000028195	ERICH1	glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]
ENSSSCG00000027308	MAPK12	mitogen-activated protein kinase 12 [Source:HGNC Symbol;Acc:HGNC:6874]
ENSSSCG00000014189		
ENSSSCG00000021406		
ENSSSCG00000024726	RNASE1	ribonuclease, RNase A family, 1 (pancreatic) [Source:HGNC Symbol;Acc:HGNC:10044]
ENSSSCG00000006282	KIFAP3	kinesin-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]
ENSSSCG00000022765		
ENSSSCG00000029592	GPRC5A	G protein-coupled receptor, class C, group 5, member A [Source:HGNC Symbol;Acc:HGNC:9836]
ENSSSCG00000025522		
ENSSSCG00000009004	SFRP2	secreted frizzled-related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]
ENSSSCG00000021780		
ENSSSCG00000016087		
ENSSSCG00000026957	RNASE6	ribonuclease, RNase A family, k6 [Source:HGNC Symbol;Acc:HGNC:10048]
ENSSSCG00000028686		
ENSSSCG00000025630		
ENSSSCG00000029122		
ENSSSCG00000021102	MAEA	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]
ENSSSCG00000026364		
ENSSSCG00000028789		
ENSSSCG00000028821	SASS6	SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403]
ENSSSCG00000024582		
ENSSSCG00000024861		
ENSSSCG00000026248	PAQR4	progestin and adipoQ receptor family member IV [Source:HGNC Symbol;Acc:HGNC:26386]
ENSSSCG00000025312		
ENSSSCG00000025636		
ENSSSCG00000029523		
ENSSSCG00000021809		
ENSSSCG00000024921		
ENSSSCG00000024149	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSSSCG00000022683	TBP	TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588]
ENSSSCG00000009521	ZIC5	Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]
ENSSSCG00000027303		
ENSSSCG00000021378		
ENSSSCG00000006214	RRS1	ribosome biogenesis regulator homolog [Source:HGNC Symbol;Acc:HGNC:17083]
ENSSSCG00000001304		
ENSSSCG00000025437		
ENSSSCG00000030576		
ENSSSCG00000029264	PKMYT1	membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase  [Source:RefSeq peptide;Acc:NP_001152782]
ENSSSCG00000025918	TBK1	TANK-binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]
ENSSSCG00000026721	RNASE4	Sus scrofa ribonuclease, RNase A family, 4 (RNASE4), mRNA. [Source:RefSeq mRNA;Acc:NM_213936]
ENSSSCG00000027837		
ENSSSCG00000023572		
ENSSSCG00000024199		
ENSSSCG00000027257	PSMB1	Sus scrofa proteasome (prosome, macropain) subunit, beta type, 1 (PSMB1), mRNA. [Source:RefSeq mRNA;Acc:NM_001244353]
ENSSSCG00000030649		
ENSSSCG00000021866	E3	Sus scrofa Epididymal secretory protein E3 (E3), mRNA. [Source:RefSeq mRNA;Acc:NM_001244471]
ENSSSCG00000029834		
ENSSSCG00000022323		
ENSSSCG00000029561	MCM10	minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]
ENSSSCG00000001157		
ENSSSCG00000024355	AK2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]
ENSSSCG00000028505		
ENSSSCG00000030602		
ENSSSCG00000009002	TLR2	toll-like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]
ENSSSCG00000025188		
ENSSSCG00000013138		
ENSSSCG00000009446	PCDH17	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]
ENSSSCG00000009520	ZIC2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]
ENSSSCG00000029597	TRIM52	tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]
ENSSSCG00000026252		
ENSSSCG00000009003		
ENSSSCG00000006215	CRH	corticotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:2355]
ENSSSCG00000009001		
ENSSSCG00000029724	GNB2L1	guanine nucleotide-binding protein subunit beta-2-like 1  [Source:RefSeq peptide;Acc:NP_999497]
ENSSSCG00000024331		
ENSSSCG00000023198		
ENSSSCG00000027664	REPIN1	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
ENSSSCG00000009007		
ENSSSCG00000023305		
ENSSSCG00000021863		
ENSSSCG00000016856	C9	complement component 9 [Source:HGNC Symbol;Acc:HGNC:1358]
ENSSSCG00000016152		
ENSSSCG00000028676		
ENSSSCG00000007180	PDYN	prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]
ENSSSCG00000011574		
ENSSSCG00000024911		
ENSSSCG00000023422		
ENSSSCG00000027130	TNFRSF12A	tumor necrosis factor receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]
ENSSSCG00000009009	MND1	meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]
ENSSSCG00000010986		
ENSSSCG00000025979	TMEM170B	transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]
ENSSSCG00000026147		
ENSSSCG00000023750		
ENSSSCG00000021752		
ENSSSCG00000022662		
ENSSSCG00000012064		
ENSSSCG00000010925	PPP1R12B	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]
ENSSSCG00000022755		
ENSSSCG00000022802		
ENSSSCG00000029970		
ENSSSCG00000021821	MYO1C	myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
ENSSSCG00000029493		
ENSSSCG00000024598		
ENSSSCG00000026280		
ENSSSCG00000022006		
ENSSSCG00000022767		
ENSSSCG00000024892		
ENSSSCG00000023805	C4H1orf43	Sus scrofa chromosome 1 open reading frame 43 homologg (C4H1orf43), mRNA. [Source:RefSeq mRNA;Acc:NM_001204390]
ENSSSCG00000022821	PAK1	p21 protein (Cdc42/Rac)-activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]
ENSSSCG00000021645	MROH2B	maestro heat-like repeat family member 2B [Source:HGNC Symbol;Acc:HGNC:26857]
ENSSSCG00000022110	TRIM41	tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]
ENSSSCG00000024711		
ENSSSCG00000006216	TRIM55	tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]
ENSSSCG00000024350		
ENSSSCG00000021033		
ENSSSCG00000029222		
ENSSSCG00000029200		
ENSSSCG00000027433		
ENSSSCG00000026905		
ENSSSCG00000027603		
ENSSSCG00000028162		
ENSSSCG00000002902		
ENSSSCG00000027484		
ENSSSCG00000022441		
ENSSSCG00000027105	TUBGCP5	tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]
ENSSSCG00000025242		
ENSSSCG00000028029		
ENSSSCG00000025888		
ENSSSCG00000016859	C7	complement component C7 precursor  [Source:RefSeq peptide;Acc:NP_999447]
ENSSSCG00000022898		
ENSSSCG00000020776		
ENSSSCG00000023608		
ENSSSCG00000025231		
ENSSSCG00000011516	EIF4E3	eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]
ENSSSCG00000023684		
ENSSSCG00000021177		
ENSSSCG00000025985		
ENSSSCG00000022541		
ENSSSCG00000000022	LDOC1L	leucine zipper, down-regulated in cancer 1-like [Source:HGNC Symbol;Acc:HGNC:13343]
ENSSSCG00000009008		
ENSSSCG00000016154		
ENSSSCG00000023786		
ENSSSCG00000023704		
ENSSSCG00000003791	SRSF11	serine/arginine-rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]
ENSSSCG00000009011	FHDC1	FH2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29363]
ENSSSCG00000025973	SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]
ENSSSCG00000022923		
ENSSSCG00000021767		L-threonine 3-dehydrogenase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q8MIR0]
ENSSSCG00000026673		
ENSSSCG00000009010	ARFIP1	ADP-ribosylation factor interacting protein 1  [Source:RefSeq peptide;Acc:NP_001239162]
ENSSSCG00000027111		
ENSSSCG00000001156	ZNF322	zinc finger protein 322 [Source:HGNC Symbol;Acc:HGNC:23640]
ENSSSCG00000024908		
ENSSSCG00000023958	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2 [Source:HGNC Symbol;Acc:HGNC:23041]
ENSSSCG00000021050		
ENSSSCG00000016088		
ENSSSCG00000000024	PARVB	parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]
ENSSSCG00000024542		
ENSSSCG00000023682		
ENSSSCG00000027062	ADORA2B	adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]
ENSSSCG00000004068	NOX3	NADPH oxidase 3 [Source:HGNC Symbol;Acc:HGNC:7890]
ENSSSCG00000028170		
ENSSSCG00000024384		
ENSSSCG00000016860		
ENSSSCG00000013144	MPEG1	macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]
ENSSSCG00000024576	BAG5	BCL2 associated athanogene 5 [Source:HGNC Symbol;Acc:HGNC:941]
ENSSSCG00000021189		
ENSSSCG00000021058		
ENSSSCG00000024682		
ENSSSCG00000009448		
ENSSSCG00000024079		
ENSSSCG00000010987	UBAP2	ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]
ENSSSCG00000027083	TOR1AIP2	torsin A interacting protein 2  [Source:RefSeq peptide;Acc:NP_001230318]
ENSSSCG00000026495	SAMD11	sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]
